id,arabic,translate_id,narator,hadith_scholar,source,hadith_no,level_of_hadith
622,ما خُيِّرَ رَسولُ اللهِ صَلَّى اللَّهُ عليه وسلَّمَ بيْنَ أَمْرَيْنِ، إلَّا أَخَذَ أَيْسَرَهُمَا، ما لَمْ يَكُنْ إثْمًا، فإنْ كانَ إثْمًا، كانَ أَبْعَدَ النَّاسِ منه، وَما انْتَقَمَ رَسولُ اللهِ صَلَّى اللَّهُ عليه وسلَّمَ لِنَفْسِهِ، إلَّا أَنْ تُنْتَهَكَ حُرْمَةُ اللهِ عَزَّ وَجَلَّ,"“Tidaklah Rasulullah Shallallahu'alaihi Wasallam ketika memilih antara dua perkara, dan salah satunya lebih mudah, kecuali beliau pasti memilih yang lebih mudah. Selama bukan perkara dosa. Jika perbuatan tersebut adalah perbuatan dosa, beliau adalah orang yang paling menjauhkan diri darinya. Dan tidaklah Rasulullah shallallahu 'alaihi wasallam marah terhadap suatu perkara untuk kepentingan dirinya sama sekali, melainkan bila beliau melihat larangan Allah 'Azza wa Jalla dilanggar.”",Aisyah,Muslim bin Hajjaj,Shahih Muslim,2327,Shahih
623,ما خُيِّرَ رَسولُ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ بيْنَ أمْرَيْنِ قَطُّ إلَّا أخَذَ أيْسَرَهُمَا، ما لَمْ يَكُنْ إثْمًا، فإنْ كانَ إثْمًا كانَ أبْعَدَ النَّاسِ منه، وما انْتَقَمَ رَسولُ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ لِنَفْسِهِ في شيءٍ قَطُّ، إلَّا أنْ تُنْتَهَكَ حُرْمَةُ اللَّهِ، فَيَنْتَقِمَ بهَا لِلَّهِ,"“Tidaklah Rasulullah Shallallahu'alaihi Wasallam ketika memilih antara dua perkara, dan salah satunya lebih mudah, kecuali beliau pasti memilih yang lebih mudah. Selama bukan perkara dosa. Jika perbuatan tersebut adalah perbuatan dosa, beliau adalah orang yang paling menjauhkan diri darinya. Dan tidaklah Rasulullah shallallahu 'alaihi wasallam marah terhadap suatu perkara untuk kepentingan dirinya sama sekali, melainkan bila beliau melihat larangan Allah dilanggar, maka beliau akan marah karena Allah.”",Aisyah,Al Bukhari,Shahih Al Bukhari,6126,Shahih
624,ما خُيِّرَ رَسولُ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ بيْنَ أمْرَيْنِ إلَّا أخَذَ أيْسَرَهُمَا، ما لَمْ يَكُنْ إثْمًا، فإنْ كانَ إثْمًا كانَ أبْعَدَ النَّاسِ منه، وما انْتَقَمَ رَسولُ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ لِنَفْسِهِ إلَّا أنْ تُنْتَهَكَ حُرْمَةُ اللَّهِ، فَيَنْتَقِمَ لِلَّهِ بهَا,"“Tidaklah Rasulullah Shallallahu'alaihi Wasallam ketika memilih antara dua perkara, dan salah satunya lebih mudah, kecuali beliau pasti memilih yang lebih mudah. Selama bukan perkara dosa. Jika perbuatan tersebut adalah perbuatan dosa, beliau adalah orang yang paling menjauhkan diri darinya. Dan tidaklah Rasulullah shallallahu 'alaihi wasallam marah terhadap suatu perkara untuk kepentingan dirinya, melainkan bila beliau melihat larangan Allah dilanggar, maka beliau akan marah karena Allah.”",Aisyah,Al Bukhari,Shahih Al Bukhari,3560,Shahih
625,أنَّهَا سَأَلَتْ رَسولَ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ عَنِ الطَّاعُونِ، فَقالَ: كانَ عَذَابًا يَبْعَثُهُ اللَّهُ علَى مَن يَشَاءُ، فَجَعَلَهُ اللَّهُ رَحْمَةً لِلْمُؤْمِنِينَ، ما مِن عَبْدٍ يَكونُ في بَلَدٍ يَكونُ فِيهِ، ويَمْكُثُ فيه لا يَخْرُجُ مِنَ البَلَدِ، صَابِرًا مُحْتَسِبًا، يَعْلَمُ أنَّه لا يُصِيبُهُ إلَّا ما كَتَبَ اللَّهُ له، إلَّا كانَ له مِثْلُ أجْرِ شَهِيدٍ,"“Aisyah pernah bertanya kepada Rasulullah shallallahu ‘alaihi wasallam tentang tha'un (wabah). Maka Nabi Shallallahu'alaihi Wasallam mengabarkan: Sesungguhnya wabah adalah azab yang ditimpakan Allah kepada siapapun yang dikehendaki-Nya. Namun Dia menjadikan wabah sebagai rahmat untuk kaum mukminin. Saat terjadi wabah, siapapun yang berdiam di negerinya, dengan penuh kesabaran dan berharap pahala, dan ia meyakini bahwa dia tidak akan terkena sesuatu, kecuali yang telah ditakdirkan Allah. Orang yang seperti itu, pasti akan mendapatkan pahala orang yang syahid”",Aisyah,Al Bukhari,Shahih Al Bukhari,6619,Shahih
626,أنَّهَا سَأَلَتْ رَسولَ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ عَنِ الطَّاعُونِ، فأخْبَرَهَا نَبِيُّ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ: أنَّه كانَ عَذَابًا يَبْعَثُهُ اللَّهُ علَى مَن يَشَاءُ، فَجَعَلَهُ اللَّهُ رَحْمَةً لِلْمُؤْمِنِينَ، فليسَ مِن عَبْدٍ يَقَعُ الطَّاعُونُ، فَيَمْكُثُ في بَلَدِهِ صَابِرًا، يَعْلَمُ أنَّه لَنْ يُصِيبَهُ إلَّا ما كَتَبَ اللَّهُ له، إلَّا كانَ له مِثْلُ أجْرِ الشَّهِيدِ,"“Aisyah pernah bertanya kepada Rasulullah shallallahu ‘alaihi wasallam tentang tha'un (wabah). Maka Nabi Shallallahu'alaihi Wasallam mengabarkan: Sesungguhnya wabah adalah azab yang ditimpakan Allah kepada siapapun yang dikehendaki-Nya. Namun Dia menjadikan wabah sebagai rahmat untuk kaum mukminin. Saat terjadi wabah, siapapun yang berdiam di negerinya, dengan penuh kesabaran, dan ia meyakini bahwa dia tidak akan terkena sesuatu, kecuali yang telah ditakdirkan Allah. Orang yang seperti itu, pasti akan mendapatkan pahala orang yang syahid”",Aisyah,Al Bukhari,Shahih Al Bukhari,5734,Shahih
627,سَأَلْتُ رَسولَ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ عَنِ الطَّاعُونِ، فأخْبَرَنِي أنَّه عَذَابٌ يَبْعَثُهُ اللَّهُ علَى مَن يَشَاءُ، وأنَّ اللَّهَ جَعَلَهُ رَحْمَةً لِلْمُؤْمِنِينَ، ليسَ مِن أحَدٍ يَقَعُ الطَّاعُونُ، فَيَمْكُثُ في بَلَدِهِ صَابِرًا مُحْتَسِبًا، يَعْلَمُ أنَّه لا يُصِيبُهُ إلَّا ما كَتَبَ اللَّهُ له، إلَّا كانَ له مِثْلُ أجْرِ شَهِيدٍ,"“Aku pernah bertanya kepada Rasulullah shallallahu ‘alaihi wasallam tentang tha'un (wabah). Beliau menjawab: Sesungguhnya wabah adalah azab yang ditimpakan Allah kepada siapapun yang dikehendaki-Nya. Namun Dia menjadikan wabah sebagai rahmat untuk kaum mukminin. Saat terjadi wabah, siapapun yang berdiam di rumahnya, dengan penuh kesabaran dan berharap pahala, dan ia meyakini bahwa dia tidak akan terkena sesuatu, kecuali yang telah ditakdirkan Allah. Orang yang seperti itu, pasti akan mendapatkan pahala orang yang syahid”",Aisyah,Al Bukhari,Shahih Al Bukhari,3474,Shahih
628,سألتُ رسولَ اللهِ صلَّى اللهُ عليه وسلَّمَ عن الطاعونِ، فأخبَرَني رسولُ اللهِ صلَّى اللهُ عليه وسلَّمَ: أنَّه كان عَذابًا يَبعَثُه اللهُ على مَن يَشاءُ، فجعَلَه رَحمةً للمُؤمِنينَ، فليس مِن رَجُلٍ يَقَعَ الطاعونُ فيَمكُثُ في بَيتِه صابِرًا مُحتَسِبًا يَعلَمُ أنَّه لا يُصيبُه إلَّا ما كَتَبَ اللهُ له إلَّا كان له مِثلُ أجْرِ الشَّهيدِ,"“Aku pernah bertanya kepada Rasulullah shallallahu ‘alaihi wasallam tentang tha'un (wabah). Beliau menjawab: Sesungguhnya wabah adalah azab yang ditimpakan Allah kepada siapapun yang dikehendaki-Nya. Namun Dia menjadikan wabah sebagai rahmat untuk kaum mukminin.

Saat terjadi wabah, siapapun yang berdiam di rumahnya. Dengan penuh kesabaran dan berharap pahala. Sambil meyakini bahwa dia tidak akan terkena sesuatu, kecuali yang telah ditakdirkan Allah. Orang yang seperti itu, pasti akan mendapatkan pahala orang yang syahid”",Aisyah,Syu'aib Al Arnauth,Takhrij Musnad Ahmad,26139,Sanadnya shahih sesuai syarat Al Bukhari
629,كَمَلَ مِنَ الرِّجَالِ كَثِيرٌ، وَلَمْ يَكْمُلْ مِنَ النِّسَاءِ غَيْرُ مَرْيَمَ بنْتِ عِمْرَانَ، وَآسِيَةَ امْرَأَةِ فِرْعَوْنَ، وإنَّ فَضْلَ عَائِشَةَ علَى النِّسَاءِ كَفَضْلِ الثَّرِيدِ علَى سَائِرِ الطَّعَامِ,"“Lelaki yang kemuliaannya sempurna itu banyak, dan tidak ada wanita yang kemuliaannya sempurna kecuali: Asiyah istri Fir'aun, Maryam bintu Imran. Dan keutamaan Aisyah dibanding para wanita sebagaimana keutamaan tsarid (roti gandum berkualitas) dibandingkan dengan seluruh makanan”",Abu Musa Al Asy'ari,Muslim bin Hajjaj,Shahih Muslim,2431,Shahih
630,كَمَلَ مِنَ الرِّجَالِ كَثِيرٌ ، وَلَمْ يَكْمُلْ مِنَ النِّسَاءِ: إِلَّا آسِيَةُ امْرَأَةُ فِرْعَوْنَ ، وَمَرْيَمُ بِنْتُ عِمْرَانَ ، وَإِنَّ فَضْلَ عَائِشَةَ عَلَى النِّسَاءِ كَفَضْلِ الثَّرِيدِ عَلَى سَائِرِ الطَّعَامِ,"“Lelaki yang kemuliaannya sempurna itu banyak, dan tidak ada wanita yang kemuliaannya sempurna kecuali: Asiyah istri Fir'aun, Maryam bintu Imran. Dan keutamaan Aisyah dibanding para wanita sebagaimana keutamaan tsarid (roti gandum berkualitas) dibandingkan dengan seluruh makanan”",Abu Musa Al Asy'ari,Al Bukhari,Shahih Al Bukhari,3411,Shahih
631,خطَّ رسولَ اللهِ صلَّى اللهُ عليهِ وسلَّمَ في الأرضِ أربعةَ خطوطٍ قال : أَتدرون ما هذا قالوا : اللهُ ورسولُه أَعْلَمُ فقال رسولُ اللهِ صلَّى اللهُ عليهِ وسلَّمَ : أفضلُ نساءِ أهلِ الجنةِ خديجةُ بنتُ خُويلدٍ وفاطمةُ بنتُ محمدٍ ومريمُ بنتُ عمرانَ وآسيةُ بنتُ مُزاحمٍ امرأةُ فرعونَ,"“Rasulullah Shallallahu'alaihi Wasallam membuat beberapa garis di atas tanah untuk kami lihat. Lalu beliau bertanya: ""Apakah kalian tahu apakah ini?"". Kami menjawab: ""Allah dan Rasul-Nya yang lebih mengetahui"". Rasulullah Shallallahu'alaihi Wasallam lalu bersabda: ""Wanita-wanita surga yang paling terbaik adalah Khadijah bintu Khuwailid, Fathimah bintu Muhammad, Maryam bintu Imran, dan Asiyah bintu Muzahim istri Fir'aun""”",Abdullah bin Abbas,Muqbil bin Hadi Al Wadi'i,Ash Shahihul Musnad,590,"Shahih, semua perawinya tsiqah"
632,خطَّ رسولَ اللهِ صلَّى اللهُ عليهِ وسلَّمَ في الأرضِ أربعةَ خطوطٍ قال : أَتدرون ما هذا قالوا : اللهُ ورسولُه أَعْلَمُ فقال رسولُ اللهِ صلَّى اللهُ عليهِ وسلَّمَ : أفضلُ نساءِ أهلِ الجنةِ خديجةُ بنتُ خُويلدٍ وفاطمةُ بنتُ محمدٍ ومريمُ بنتُ عمرانَ وآسيةُ بنتُ مُزاحمٍ امرأةُ فرعونَ,"“Rasulullah Shallallahu'alaihi Wasallam membuat beberapa garis di atas tanah untuk kami lihat. Lalu beliau bertanya: ""Apakah kalian tahu apakah ini?"". Kami menjawab: ""Allah dan Rasul-Nya yang lebih mengetahui"". Rasulullah Shallallahu'alaihi Wasallam lalu bersabda: ""Wanita-wanita surga yang paling terbaik adalah Khadijah bintu Khuwailid, Fathimah bintu Muhammad, Maryam bintu Imran, dan Asiyah bintu Muzahim istri Fir'aun""”",Abdullah bin Abbas,Ahmad Syakir,Takhrij Musnad Ahmad,2903,Sanadnya shahih
633,إِذَا خَرَجَ الرَّجُلُ مِنْ بَيْتِهِ فَقَالَ بِسْمِ اللَّهِ تَوَكَّلْتُ عَلَى اللَّهِ، لَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِاللَّهِ، قَالَ: يُقَالُ حِينَئِذٍ: هُدِيتَ، وَكُفِيتَ، وَوُقِيتَ، فَتَتَنَحَّى لَهُ الشَّيَاطِينُ، فَيَقُولُ لَهُ شَيْطَانٌ آخَرُ: كَيْفَ لَكَ بِرَجُلٍ قَدْ هُدِيَ وَكُفِيَ وَوُقِيَ؟,"“Apabila seseorang keluar dari rumahnya kemudian dia membaca doa: bismillaahi tawakkaltu ‘alallahi laa haula walaa quwwata illaa billah (dengan menyebut nama Allah, yang tidak ada daya tidak ada kekuatan kecuali atas izin Allah), maka dikatakan kepadanya, ‘Kamu akan diberi petunjuk, kamu akan dicukupi kebutuhannya, dan kamu akan dilindungi’. Seketika itu setan-setan pun menjauh darinya. Lalu salah satu setan berkata kepada temannya, ’Bagaimana mungkin kalian bisa mengganggu orang yang telah diberi petunjuk, dicukupi, dan dilindungi (oleh Allah)”",Anas bin Malik,Muhammad Nashiruddin Al Albani,Shahih Abu Daud,5095,Shahih
634,ليسَ المؤمنُ بالطَّعَّانِ ولا اللَّعَّانِ ولا الفاحِشِ ولا البذَيُّ,"“Seorang Mukmin bukanlah orang yang suka mencela, suka melaknat, suka bicara kotor dan suka bicara jorok”",Abdullah bin Mas'ud,Muhammad Nashiruddin Al Albani,Shahih At Tirmidzi,1977,Shahih
635,مَن أنظرَ مُعسِرًا فلَهُ بِكُلِّ يومٍ مثلِهِ صَدَقةٌ قال ثمَّ سَمِعْتُهُ يقولُ : مَن أنظرَ مُعسِرًا لَهُ بِكُلِّ يومٍ مِثليهِ صدقةٌ قلتُ: سَمِعْتُكَ يا رسولَ اللَّهِ تقولُ من أنظرَ معسرًا فلَهُ بِكُلِّ يومٍ مثلِهِ صدقةٌ ثم سَمِعْتُكَ تقولُ: من أنظرَ معسرًا فله بِكُلِّ يومٍ مثليهِ صدقةٌ قالَ لَهُ: بِكُلِّ يومٍ صدقةٌ ، قبلَ أن يحلَّ الدَّينُ ، فإذا حلَّ الدَّينُ فأنظَرَهُ ، فلَهُ بِكُلِّ يومٍ مِثلَيهِ صدَقةٌ,"“Barangsiapa yang melonggarkan pelunasan hutang bagi orang yang kesulitan membayar, maka setiap hari penundaannya tersebut dianggap sedekah. ِ
Aku (Buraidah) mendengar beliau bersabda: Barangsiapa yang melonggarkan pelunasan hutang bagi orang yang kesulitan membayar, maka setiap hari penundaannya tersebut dianggap sedekah. ِMaka aku berkata: Wahai Rasulullah, aku mendengar engkau berkata: Barangsiapa yang melonggarkan pelunasan hutang bagi orang yang kesulitan membayar, maka setiap hari penundaannya tersebut dianggap sedekah.  Maka Nabi menjelaskan: setiap hari penundaannya tersebut dianggap sedekah sampai datang temponya. Ketika datang tempo pembayaran lalu ia beri kelonggaran lagi, maka ia mendapatkan pahala dua kali lipat sedekah setiap harinya”",Buraidah bin Al Hashib Al Aslami,Muqbil bin Hadi Al Wadi'i,Ash Shahihul Musnad,172,Shahih
636,من أنظر مُعسِرًا فله بكلِّ يومٍ صدقةٌ قبل أن يحِلَّ الدَّينُ : فإذا حلَّ الدَّينُ فأنظره فلُه بكلِّ يومٍ مِثلَيْه صدَقةٌ,"“Barangsiapa yang melonggarkan pelunasan hutang bagi orang yang kesulitan membayar, maka setiap hari penundaannya tersebut dianggap sedekah sampai datang temponya. Ketika datang tempo pembayaran lalu ia beri kelonggaran lagi, maka ia mendapatkan pahala dua kali lipat sedekah setiap harinya”",Buraidah bin Al Hashib Al Aslami,Muhammad Nashiruddin Al Albani,As Silsilah Al Ahadits Ash Shahihah,86,Sanadnya shahih
637,مَن أنظَرَ مُعسِرًا، فله بكُلِّ يَومٍ مِثلُه صَدَقةٌ، قال: ثم سَمِعتُه يقولُ: مَن أنظَرَ مُعسِرًا، فله بكُلِّ يَومٍ مِثلَيهِ صَدَقةٌ، قُلتُ: سَمِعتُك يا رسولَ اللهِ تقولُ: مَن أنظَرَ مُعسِرًا فله بكُلِّ يَومٍ مِثلُه صَدَقةٌ، ثم سَمِعتُك تقولُ: مَن أنظَرَ مُعسِرًا، فله بكُلِّ يَومٍ مِثلَيهِ صَدَقةٌ، قال له: بكُلِّ يَومٍ صَدَقةٌ قَبلَ أنْ يَحِلَّ الدَّينُ، فإذا  حلَّ الدَّينُ فأنْظَرَهُ، فله بكُلِّ يَومٍ مِثلَيهِ صَدَقةٌ,"“Barangsiapa yang melonggarkan pelunasan hutang bagi orang yang kesulitan membayar, maka setiap hari penundaannya tersebut dianggap sedekah. ِ
Aku (Buraidah) mendengar beliau bersabda: Barangsiapa yang melonggarkan pelunasan hutang bagi orang yang kesulitan membayar, maka setiap hari penundaannya tersebut dianggap sedekah. ِMaka aku berkata: Wahai Rasulullah, aku mendengar engkau berkata: Barangsiapa yang melonggarkan pelunasan hutang bagi orang yang kesulitan membayar, maka setiap hari penundaannya tersebut dianggap sedekah.  Maka Nabi menjelaskan: setiap hari penundaannya tersebut dianggap sedekah sampai datang temponya. Ketika datang tempo pembayaran lalu ia beri kelonggaran lagi, maka ia mendapatkan pahala dua kali lipat sedekah setiap harinya”",Buraidah bin Al Hashib Al Aslami,Syu'aib Al Arnauth,Takhrij Musnad Ahmad,23046,Sanadnya shahih sesuai syarat Muslim
638,ليس منَّا مَن خبَّبَ امرأةً على زوجِها، أو عَبْدًا على سيِّدِهِ,"“Bukanlah dari golongan kami, orang yang merusak cinta seorang istri terhadap suaminya atau ketaatan seorang budak kepada tuannya”",Abu Hurairah,Muhammad Nashiruddin Al Albani,Shahih Abu Daud,2175,Shahih
639,ذَكَرَ رَسولُ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ الكَبَائِرَ، أوْ سُئِلَ عَنِ الكَبَائِرِ فَقالَ: الشِّرْكُ باللَّهِ، وقَتْلُ النَّفْسِ، وعُقُوقُ الوَالِدَيْنِ، فَقالَ: ألَا أُنَبِّئُكُمْ بأَكْبَرِ الكَبَائِرِ؟ قالَ: قَوْلُ الزُّورِ، أوْ قالَ: شَهَادَةُ الزُّورِ قالَ شُعْبَةُ: وأَكْثَرُ ظَنِّي أنَّه قالَ: شَهَادَةُ الزُّورِ,"“Rasulullah Shallallahu'alaihi Wasallam menyebutkan tentang dosa-dosa besar, atau beliau ditanya tentang hal itu. Beliau lalu bersabda: dosa-dosa paling besar adalah syirik kepada Allah, membunuh, durhaka kepada orang tua. Kemudian beliau bersabda: maukah kalian aku kabarkan tentang dosa-dosa yang paling besar? Beliau bersabda lagi: perkataan dusat (atau beliau berkata: bersaksi palsu). Syu'bah mengatakan: sangkaan kuatku yang beliau katakan adalah: bersaksi palsu”",Anas bin Malik,Muslim bin Hajjaj,Shahih Muslim,88,Shahih
640,ذَكَرَ رَسولُ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ الكَبَائِرَ، أوْ سُئِلَ عَنِ الكَبَائِرِ فَقالَ: الشِّرْكُ باللَّهِ، وقَتْلُ النَّفْسِ، وعُقُوقُ الوَالِدَيْنِ، فَقالَ: ألَا أُنَبِّئُكُمْ بأَكْبَرِ الكَبَائِرِ؟ قالَ: قَوْلُ الزُّورِ، أوْ قالَ: شَهَادَةُ الزُّورِ قالَ شُعْبَةُ: وأَكْثَرُ ظَنِّي أنَّه قالَ: شَهَادَةُ الزُّورِ,"“Rasulullah Shallallahu'alaihi Wasallam menyebutkan tentang dosa-dosa besar, atau beliau ditanya tentang hal itu. Beliau lalu bersabda: dosa-dosa paling besar adalah syirik kepada Allah, membunuh, durhaka kepada orang tua. Kemudian beliau bersabda: maukah kalian aku kabarkan tentang dosa-dosa yang paling besar? Beliau bersabda lagi: perkataan dusat (atau beliau berkata: bersaksi palsu). Syu'bah mengatakan: sangkaan kuatku yang beliau katakan adalah: bersaksi palsu”",Anas bin Malik,Al Bukhari,Shahih Al Bukhari,5977,Shahih
641,أَكْبَرُ الكَبائِرِ: الإشْراكُ باللَّهِ، وعُقُوقُ الوالِدَيْنِ، وشَهادَةُ الزُّورِ، وشَهادَةُ الزُّورِ - ثَلاثًا - أوْ: قَوْلُ الزُّورِ فَما زالَ يُكَرِّرُها حتَّى قُلْنا: لَيْتَهُ سَكَتَ,"“Dosa-dosa besar yang paling besar adalah: syirik kepada Allah, durhaka kepada orang tua, dan bersaksi palsu 3x (atau beliau mengatakan: perkataan dusta). Dan beliau terus mengucapkannya sampai-sampai kami mengatakan (dalam hati) : oh andaikan beliau berhenti mengatakannya”",Abu Bakrah Nafi bin  Al Harits,Al Bukhari,Shahih Al Bukhari,6919,Shahih
642,أكْبَرُ الكَبَائِرِ: الإشْرَاكُ باللَّهِ، وقَتْلُ النَّفْسِ، وعُقُوقُ الوَالِدَيْنِ، وقَوْلُ الزُّورِ، - أوْ قالَ: وشَهَادَةُ الزُّورِ,"“Dosa-dosa besar yang paling besar adalah: syirik kepada Allah, membunuh, durhaka kepada orang tua, dan perkataan dusta atau bersaksi palsu”",Anas bin Malik,Al Bukhari,Shahih Al Bukhari,6871,Shahih
643,مَنْ قَرَأَ حَرْفًا مِنْ كِتَابِ اللَّهِ فَلَهُ بِهِ حَسَنَةٌ وَالْحَسَنَةُ بِعَشْرِ أَمْثَالِهَا لاَ أَقُولُ الم حرْفٌ وَلَكِنْ أَلِفٌ حَرْفٌ وَلاَمٌ حَرْفٌ وَمِيمٌ حَرْفٌ,"“Barangsiapa yang membaca 1 huruf dari Al Qur’an, maka baginya 1 kebaikan. dan 1 kebaikan dilipat-gandakan 10x lipat. aku tidak mengatakan alif lam miim itu satu huruf, tapi alim satu huruf, lam satu huruf dan mim satu huruf”",Abdullah bin Mas'ud,Muhammad Nashiruddin Al Albani,Shahih At Tirmidzi,2910,Shahih
644,مَنْ قَرَأَ حَرْفًا مِنْ كِتَابِ اللَّهِ فَلَهُ بِهِ حَسَنَةٌ وَالْحَسَنَةُ بِعَشْرِ أَمْثَالِهَا لاَ أَقُولُ الم حرْفٌ وَلَكِنْ أَلِفٌ حَرْفٌ وَلاَمٌ حَرْفٌ وَمِيمٌ حَرْفٌ,"“Barangsiapa yang membaca 1 huruf dari Al Qur’an, maka baginya 1 kebaikan. dan 1 kebaikan dilipat-gandakan 10x lipat. aku tidak mengatakan alif lam miim itu satu huruf, tapi alim satu huruf, lam satu huruf dan mim satu huruf”",Abdullah bin Mas'ud,Abu Isa At Tirmidzi,Sunan At Tirmidzi,2910,Hasan shahih gharib dari jalan ini
645,يُقالُ لصاحبِ القرآنِ اقرأْ وارتقِ ورتِّلْ كما كنت تُرتِّلُ في الدنيا فإنَّ منزلَك عند آخرِ آيةٍ تقرؤُها,"“Akan dikatakan kepada shahibul qur’an (di akhirat) : bacalah dan naiklah, bacalah dengan tartil sebagaimana engkau membaca dengan tartil di dunia. karena kedudukanmu tergantung pada ayat terakhir yang engkau baca”",Abdullah bin 'Amr bin Al Ash,Muhammad Nashiruddin Al Albani,Shahih Abu Daud,1464,Shahih
646,ما من مُسْلِمَيْنِ يَلْتَقِيانِ فَيَتَصافَحانِ إِلَّا غُفِرَ لهُما قبلَ أنْ يَتَفَرَّقَا,"“Tidaklah dua orang muslim yang bertemu lalu berjabat tangan, melainkan dosa keduanya sudah diampuni sebelum mereka berpisah”",Al Barra' bin 'Adzib,Muhammad Nashiruddin Al Albani,As Silsilah Al Ahadits Ash Shahihah,525,"Dengan keseluruhan jalannya dan syawahid-nya, hadits ini shahih atau minimalnya hasan"
647,ما مِن مُسْلِمَينِ يلتَقيانِ فيتَصافَحانِ ، إلَّا غُفِرَ لَهُما قبلَ أن يَتفرَّقا,"“Tidaklah dua orang muslim yang bertemu lalu berjabat tangan, melainkan dosa keduanya sudah diampuni sebelum mereka berpisah”",Al Barra' bin 'Adzib,Muhammad Nashiruddin Al Albani,Shahih Ibnu Majah,3003,Shahih
648,أَعْتَقَ رَجُلٌ مِن بَنِي عُذْرَةَ عَبْدًا له عن دُبُرٍ، فَبَلَغَ ذلكَ رَسولَ اللهِ صَلَّى اللَّهُ عليه وسلَّمَ فَقالَ: أَلَكَ مَالٌ غَيْرُهُ؟ فَقالَ: لَا، فَقالَ: مَن يَشْتَرِيهِ مِنِّي؟ فَاشْتَرَاهُ نُعَيْمُ بنُ عبدِ اللهِ العَدَوِيُّ بثَمَانِ مِئَةِ دِرْهَمٍ، فَجَاءَ بهَا رَسولَ اللهِ صَلَّى اللَّهُ عليه وسلَّمَ فَدَفَعَهَا إلَيْهِ، ثُمَّ قالَ: ابْدَأْ بنَفْسِكَ فَتَصَدَّقْ عَلَيْهَا، فإنْ فَضَلَ شيءٌ فَلأَهْلِكَ، فإنْ فَضَلَ عن أَهْلِكَ شيءٌ فَلِذِي قَرَابَتِكَ، فإنْ فَضَلَ عن ذِي قَرَابَتِكَ شيءٌ فَهَكَذَا وَهَكَذَا يقولُ: فَبيْنَ يَدَيْكَ وَعَنْ يَمِينِكَ وَعَنْ شِمَالِكَ,"“Seorang laki-laki dari Bani Udzrah memerdekakan budaknya dengan tebusan. Berita itu sampai kepada Rasulullah shallallahu 'alaihi wasallam, beliau bertanya kepada pemilik budak itu: ""Masih adakah hartamu selain budak itu?"" orang itu menjawab, ""Tidak, wahai Rasulullah."" Maka Rasulullah shallallahu 'alaihi wasallam pun bersabda: ""Siapakah yang mau membeli budak itu daripadaku?"" Akhirnya budak itu pun dibeli oleh Nu'aim bin Abdullah Al 'Adawi, dengan harga delapan ratus dirham yang diserahkannya kepada Rasulullah shallallahu 'alaihi wasallam, dan beliau meneruskannya kepada pemilik hamba sahaya itu. Kemudian beliau bersabda kepadanya: ""Manfaatkanlah uang ini untuk dirimu sendiri, bila ada sisanya maka untuk keluargamu, jika masih tersisa, maka untuk kerabatmu, dan jika masih tersisa, maka untuk orang-orang disekitarmu""”",Jabir bin Abdillah,Muslim bin Hajjaj,Shahih Muslim,997,Shahih
649,إنَّكُمْ تَخْتَصِمُونَ إلَيَّ، ولَعَلَّ بَعْضَكُمْ أنْ يَكونَ ألْحَنَ بحُجَّتِهِ مِن بَعْضٍ، فأقْضِيَ له علَى نَحْوٍ ممَّا أسْمَعُ منه، فمَن قَطَعْتُ له مِن حَقِّ أخِيهِ شيئًا، فلا يَأْخُذْهُ، فإنَّما أقْطَعُ له به قِطْعَةً مِنَ النَّارِ,"“Kalian menyerahkan persengketaan kalian kepadaku. Namun bisa jadi sebagian dari kalian lebih lihai dalam berargumen daripada yang lain. Maka barangsiapa yang karena kelihaian argumennya itu, lalu aku tetapkan baginya sesuatu hal yang sebenarnya itu adalah hak dari orang lain. Maka janganlah ia mengambilnya, karena pada hakekatnya ketika itu aku telah menetapkan baginya sepotong api neraka.”",Ummu Salamah Hindun,Muslim bin Hajjaj,Shahih Muslim,1713,Shahih
